v110	v90	v70	v50	v20
78.46	-21.81	7.92	15.02	0.62
83.25	-25.36	6.73	13.46	0.47
79.41	-25.91	7.65	11.90	0.74
66.36	-24.34	10.14	13.91	0.50
65.27	-21.71	11.75	13.25	0.70
66.82	-24.01	11.37	12.22	0.68
67.13	-29.01	11.64	11.57	1.04
99.70	-32.77	13.65	11.21	0.60
70.51	-29.03	15.30	10.74	0.77
74.32	-24.47	15.26	11.87	0.63
60.09	-24.75	14.96	10.69	0.70
65.16	-26.87	14.01	9.65	0.80
72.39	-28.25	16.03	10.03	0.88
93.55	-24.56	18.64	8.96	0.63
93.32	-22.18	19.73	8.53	0.78
92.04	-28.15	18.01	8.87	0.77
56.21	-25.83	17.43	8.86	0.80
49.24	-23.53	19.86	8.65	0.86
37.08	-24.33	20.93	7.25	0.69
31.88	-22.35	22.36	5.62	1.00
87.72	-24.17	23.57	4.44	1.06
88.40	-23.59	22.00	7.00	0.83
71.04	-20.36	20.22	6.30	1.00
85.31	-25.45	19.31	8.17	0.98
-4.92	-25.01	20.35	7.20	1.28
-151.22	-20.96	22.82	3.86	0.82
-328.52	-20.03	22.79	1.93	0.87
-422.34	-14.75	22.95	3.30	1.03
-245.28	-8.56	22.08	4.84	1.25
-53.05	-8.52	20.90	5.03	1.59
-11.66	-14.20	20.76	4.76	0.77
-71.41	-16.57	21.78	2.73	1.18
-182.24	-13.30	23.62	2.76	1.32
-286.05	-14.16	23.68	1.77	1.04
-300.48	-15.05	21.32	0.69	1.17
-250.39	-8.68	18.64	1.74	1.25
-201.18	-3.10	17.78	2.13	1.14
-194.01	-3.66	20.07	2.16	1.20
-217.20	-3.38	21.34	2.37	0.93
-244.15	-6.11	22.12	2.65	1.10
-271.95	-3.67	20.42	2.09	1.31
-250.51	0.49	18.59	-0.64	1.50
-232.91	1.33	18.97	1.04	1.02
-224.74	0.01	17.82	0.58	1.15
-233.08	1.22	15.35	2.09	1.11
-238.08	1.68	13.83	2.95	0.97
-241.29	1.89	14.23	1.56	1.32
-226.89	5.14	16.38	0.94	0.95
-223.52	9.58	15.69	-0.65	1.47
-222.53	4.13	12.86	2.96	1.17
-216.20	2.47	11.42	0.90	1.17
-205.91	5.02	9.63	2.07	1.55
-210.04	11.38	6.66	1.46	1.07
-205.95	17.22	5.60	2.47	1.11
-203.28	13.33	6.99	2.08	1.33
-196.30	11.24	7.13	0.86	1.01
-178.92	11.87	6.31	3.27	1.21
-166.97	9.63	5.72	4.29	0.90
-162.11	10.87	5.08	4.79	1.32
-152.66	12.59	3.46	5.75	0.89
-146.83	12.56	1.26	6.23	1.23
-134.00	14.71	1.82	4.41	1.56
-123.08	14.83	2.10	1.90	1.56
-111.66	13.74	3.38	6.19	1.06
-102.62	14.47	1.03	5.73	1.28
-88.18	17.41	-2.19	5.89	1.32
-75.37	21.53	-2.95	8.15	0.98
-66.47	20.77	-2.93	8.49	1.62
-48.86	18.02	-3.07	6.35	1.19
-35.56	21.28	-4.30	8.42	1.14
-29.19	23.08	-6.57	10.45	1.35
-21.31	17.45	-7.74	11.94	1.12
-8.79	10.10	-6.98	7.11	1.15
2.53	9.73	-8.73	5.78	0.89
16.51	11.26	-7.69	9.29	1.73
31.53	10.45	-7.95	10.61	1.26
42.62	10.80	-9.93	11.95	0.94
52.75	9.97	-9.17	10.29	1.14
56.78	11.63	-10.00	11.33	0.98
71.38	12.40	-13.46	13.26	0.93
84.68	15.96	-11.59	12.10	1.15
94.73	11.84	-14.63	12.03	1.28
104.81	10.51	-13.73	10.56	1.13
114.87	5.35	-12.26	10.82	1.15
120.16	9.41	-9.59	11.17	1.12
123.77	13.57	-9.44	10.25	1.23
129.94	16.22	-11.57	15.86	1.30
140.40	12.41	-13.55	12.92	1.05
149.08	9.39	-14.84	14.46	0.99
154.05	8.10	-16.33	16.76	1.27
156.04	6.40	-16.71	18.13	0.94
161.54	3.36	-17.69	15.85	1.10
169.47	8.11	-15.28	13.48	1.14
176.00	10.43	-13.99	10.81	1.34
176.72	12.21	-11.00	12.44	0.99
177.03	7.77	-11.28	15.09	1.41
177.23	5.08	-13.46	17.35	1.10
177.27	3.37	-15.53	20.06	1.02
177.19	4.42	-15.00	16.00	0.74
176.98	8.67	-12.27	13.31	0.88
176.62	8.13	-11.65	11.48	1.41
176.00	5.55	-12.48	14.75	1.27
174.84	5.01	-13.30	17.20	1.26
172.20	7.19	-11.90	21.64	1.11
164.91	5.06	-6.68	22.29	0.82
148.94	-0.50	-8.25	17.11	0.49
135.93	1.18	-7.60	13.75	0.86
130.73	3.39	-8.68	15.22	1.08
128.68	2.73	-8.97	14.93	1.13
127.57	2.04	-7.48	13.92	1.32
126.70	1.10	-6.39	15.96	0.62
126.07	3.92	-7.02	15.76	1.50
125.55	9.27	-7.04	17.06	0.93
124.99	6.09	-9.31	15.49	1.07
124.29	2.42	-6.95	17.13	1.18
123.64	3.24	-6.43	17.84	0.92
123.14	4.06	-5.80	15.52	1.18
101.29	8.09	-6.99	18.26	1.17
69.80	9.29	-6.39	14.25	1.12
53.28	8.07	-7.30	18.21	1.32
67.10	8.05	-5.61	19.35	1.27
84.43	8.15	-5.15	18.21	1.49
94.82	9.51	-3.63	15.07	1.05
94.30	9.90	-2.17	15.82	1.21
82.02	9.65	-3.08	15.92	1.00
68.35	8.66	-2.50	14.83	1.05
55.21	11.77	-3.29	13.79	1.27
47.36	10.99	-3.32	13.78	1.26
45.67	13.28	-3.95	12.69	1.04
44.55	14.36	0.43	-12.89	1.89
41.30	16.10	1.65	-57.15	1.49
41.72	17.93	2.22	-84.82	1.39
37.80	17.51	1.15	-90.50	1.13
30.81	17.13	-0.11	-89.72	1.01
24.98	16.94	0.20	-92.42	1.06
18.85	15.84	0.78	-101.52	1.41
13.40	17.48	1.22	-93.33	1.69
5.35	15.16	0.81	-89.17	1.03
1.00	10.05	2.34	-85.69	1.50
-3.94	8.92	1.52	-90.33	1.17
-3.54	9.96	2.30	-106.69	1.69
-0.03	6.46	0.94	-117.19	1.58
-0.72	7.02	1.27	-119.53	1.53
-5.07	5.54	0.81	-117.54	1.35
-13.03	4.56	1.18	-111.49	2.11
-18.24	4.20	1.67	-112.70	1.83
-20.85	4.15	0.73	-109.67	1.97
-23.54	6.00	0.72	-102.98	2.09
-28.04	8.79	1.10	-107.15	1.33
-29.14	8.73	0.18	-110.36	1.22
-26.74	7.36	0.49	-105.07	2.23
-25.06	7.04	2.31	-98.30	1.88
-26.26	7.25	2.31	-101.38	2.14
-31.59	7.47	0.99	-106.26	2.67
-38.00	7.46	-0.55	-100.33	1.67
-40.54	8.81	-1.50	-102.93	1.59
-42.32	9.56	-1.17	-105.60	2.03
-40.65	9.75	0.92	-95.17	2.50
-38.00	10.05	2.92	-97.64	2.13
-43.42	9.99	3.86	-95.74	1.93
-44.99	9.92	3.77	-89.86	2.27
-48.21	13.03	2.12	-94.17	2.40
-46.73	13.99	-0.55	-87.94	3.21
-47.95	13.26	-2.09	-84.17	1.61
-39.52	11.55	-2.42	-81.05	2.19
-32.76	15.83	-0.46	-81.21	2.39
-32.87	22.27	0.46	-80.47	2.53
-39.20	25.32	0.15	-75.57	2.54
-41.82	26.36	-0.17	-64.90	2.14
-44.48	25.92	-1.43	-58.58	1.44
-41.73	26.34	-3.67	-52.62	2.59
-41.97	27.00	-5.25	-51.29	2.81
-40.51	28.39	-6.45	-49.23	2.79
-31.27	29.31	-5.64	-48.06	2.19
-33.82	30.16	-4.47	-39.10	2.54
-33.81	37.75	-2.59	-33.97	2.53
-38.63	46.14	-2.56	-28.56	2.19
-43.63	47.80	-5.12	-14.16	2.22
-37.97	42.73	-8.99	-9.86	2.74
-29.03	38.12	-10.94	-7.28	2.16
-21.95	37.82	-11.39	-3.60	2.19
-19.09	41.96	-9.10	-2.25	2.67
-17.44	48.87	-7.06	-1.81	2.50
-19.67	52.55	-5.88	-1.30	2.08
-20.59	54.09	-5.70	12.19	2.68
-17.12	51.01	-2.97	23.40	2.72
-14.06	48.18	-2.72	28.73	3.15
-8.65	49.16	-2.88	28.22	1.98
-8.25	54.87	-3.48	24.17	1.60
-6.67	56.91	-4.30	27.69	1.51
-6.32	55.04	-4.39	38.20	2.22
-6.13	55.21	-4.62	44.41	2.30
1.07	53.01	-5.04	46.88	2.65
9.47	54.28	-5.35	50.88	2.88
11.03	59.33	-6.21	50.93	2.60
5.30	57.18	-7.27	55.39	1.98
0.02	57.60	-7.64	56.56	1.46
2.46	58.72	-7.05	59.60	1.99
6.50	57.46	-6.72	63.52	2.49
11.48	57.06	-7.54	67.89	2.71
17.37	55.35	-8.63	65.51	2.32
21.50	58.24	-9.69	62.76	1.40
17.40	60.39	-11.11	62.49	1.30
9.33	57.40	-11.51	69.08	2.22
8.75	57.34	-11.38	72.06	1.78
13.75	54.69	-11.12	71.01	1.53
12.60	49.48	-11.90	70.76	2.06
14.00	50.80	-13.50	71.66	1.83
14.32	53.34	-14.38	71.66	2.11
14.32	53.74	-14.27	71.41	2.66
13.51	53.51	-14.74	69.72	0.99
11.19	52.17	-15.36	69.52	1.03
9.86	50.44	-14.97	68.33	1.55
15.99	46.51	-15.47	65.84	2.77
18.53	49.68	-16.40	65.89	2.38
17.36	48.54	-17.68	66.64	1.92
10.60	49.53	-17.01	64.73	0.66
4.49	44.84	-17.15	62.07	0.39
0.76	43.85	-17.10	56.54	2.04
6.10	44.20	-18.62	54.03	3.18
12.18	41.19	-19.71	52.27	4.64
13.27	43.96	-21.65	45.43	3.20
12.30	49.08	-23.42	39.95	3.38
11.83	50.08	-22.12	32.18	0.41
8.31	37.16	-18.93	26.04	0.63
9.31	31.58	-17.70	23.70	0.91
4.27	21.96	-19.28	24.58	1.91
-2.50	21.67	-22.98	20.54	0.79
-4.80	31.09	-25.74	15.59	4.07
-2.96	45.10	-25.41	11.49	4.45
-0.92	47.45	-23.73	11.69	5.37
0.69	39.89	-21.23	8.71	4.12
-1.78	21.75	-21.48	9.87	2.30
-1.36	14.62	-24.87	10.71	1.49
-1.81	12.74	-26.82	11.27	2.09
-1.98	22.87	-28.23	10.97	2.12
-4.95	23.20	-27.00	8.86	3.97
-9.06	30.21	-24.69	7.74	3.59
-8.63	28.52	-25.28	6.55	5.04
-10.41	26.06	-24.86	5.55	5.06
-11.75	30.42	-23.15	4.79	4.36
-14.31	14.60	-21.89	5.69	3.38
-14.60	-9.04	-24.74	5.79	2.51
-13.48	-116.25	-25.80	4.51	5.67
-14.63	-244.84	-22.69	4.27	6.61
-19.57	-303.52	-21.58	4.34	4.89
-22.83	-273.22	-23.09	3.87	3.20
-24.27	-146.90	-23.32	2.15	2.12
-26.62	-76.06	-23.33	3.27	5.45
-28.61	-82.49	-22.76	1.35	5.91
-27.99	-151.56	-21.78	0.72	4.20
-27.11	-214.31	-22.01	-0.40	3.88
-25.21	-233.68	-22.68	0.07	3.19
-26.64	-214.95	-22.30	-0.23	3.54
-30.22	-192.27	-20.27	-1.29	2.67
-36.18	-194.48	-18.02	-1.26	5.99
-35.58	-209.79	-16.16	-2.19	7.01
-35.12	-213.29	-13.64	-2.09	5.85
-37.67	-214.42	-12.27	-2.89	4.21
-37.10	-190.02	-15.87	-2.69	3.08
-34.73	-190.86	-14.77	-3.06	3.83
-36.69	-196.62	-17.42	-3.61	2.20
-40.47	-198.62	-18.76	-3.99	3.81
-43.65	-184.93	-14.09	-4.24	5.24
-47.42	-195.21	-8.78	-5.23	4.67
-46.98	-185.49	-11.31	-4.99	3.56
-47.08	-181.25	-12.05	-5.22	3.71
-46.77	-169.14	-10.56	-5.48	4.72
-48.73	-179.08	-9.29	-5.70	4.99
-45.68	-173.96	-8.01	-6.12	4.02
-46.58	-178.36	-3.96	-5.95	0.24
-41.25	-159.48	-1.99	-6.36	0.10
-36.00	-154.40	-2.26	-6.67	5.56
-36.60	-145.30	-3.43	-5.93	7.33
-36.39	-139.77	-3.16	-6.11	4.13
-36.03	-139.00	-5.18	-5.66	2.88
-32.66	-128.84	-2.95	-6.37	0.64
-26.85	-120.09	0.87	-6.78	-0.32
-27.20	-105.63	2.56	-6.91	-0.14
-31.32	-101.49	0.90	-7.42	1.77
-36.23	-92.16	-0.60	-7.41	4.31
-37.41	-87.14	1.35	-7.25	4.52
-32.57	-80.16	6.95	-7.35	0.58
-26.74	-70.80	6.08	-7.78	2.26
-29.97	-53.58	7.42	-7.34	1.70
-32.60	-42.62	5.27	-6.72	1.50
-42.30	-29.69	4.37	-6.46	3.98
-46.79	-25.28	3.13	-6.08	1.88
-48.56	-15.44	7.63	-6.70	2.62
-42.64	-5.27	11.48	-6.61	0.98
-29.78	0.74	8.51	-6.35	-0.20
-25.08	8.38	7.83	-6.34	1.05
-32.83	18.00	7.13	-6.08	0.22
-41.91	33.78	4.74	-6.26	0.70
-44.39	40.12	4.41	-5.79	2.69
-44.36	48.61	4.70	-5.82	5.29
-40.52	56.20	9.84	-5.45	2.97
-30.92	67.02	8.75	-4.87	1.16
-27.84	72.70	9.10	-4.72	-0.29
-33.43	81.29	7.00	-4.58	0.03
-39.92	89.17	5.87	-4.21	-0.93
-43.11	97.08	6.26	-4.01	1.15
-42.62	103.75	7.11	-3.38	2.40
-42.40	111.27	8.59	-2.83	1.42
-38.38	114.87	8.03	-2.50	1.77
-35.73	118.51	5.73	-2.35	-0.44
-32.48	124.36	7.00	-2.57	1.14
-33.54	130.02	5.43	-2.30	2.31
-30.71	135.48	4.09	-1.53	2.14
-31.55	141.08	5.70	-0.68	0.21
-34.54	141.70	3.42	-0.59	0.05
-35.02	142.40	3.38	-0.66	-0.50
-34.81	144.78	0.39	-0.28	0.64
-30.09	146.98	0.71	0.10	1.03
-20.78	149.15	0.07	0.60	1.29
-19.73	151.48	0.39	0.77	2.56
-25.86	152.93	-0.15	0.58	2.56
-24.98	150.85	1.65	0.59	0.98
-22.59	147.84	0.53	1.28	-1.97
-14.46	146.16	-1.14	2.07	-3.66
-14.49	142.57	-0.21	2.68	-0.84
-14.98	134.27	-4.17	3.28	0.10
-15.87	125.29	-1.32	3.86	0.89
-18.24	116.66	0.22	4.32	0.90
-15.87	110.19	-4.91	4.35	0.75
-13.04	106.00	-4.97	4.69	0.56
-10.11	103.12	-1.04	6.08	-0.46
-10.32	98.49	-0.97	7.48	1.07
-3.22	96.80	-3.57	8.55	1.20
-4.49	92.56	-5.14	9.14	1.69
-10.00	87.39	-5.47	10.06	0.41
-8.21	84.43	-4.46	10.88	-1.16
-8.01	84.21	-2.46	12.62	-0.77
-5.51	81.14	-1.74	14.00	-0.08
-5.51	77.79	-5.24	15.70	0.37
3.07	73.25	-6.63	16.48	-1.68
3.76	68.85	-7.73	16.25	-2.10
8.85	65.08	-3.62	16.77	-0.66
6.10	61.31	-1.75	17.57	1.13
6.32	56.55	-5.38	18.50	0.89
6.86	50.21	-6.66	19.70	3.36
6.29	44.35	-6.30	20.68	-3.04
3.76	40.96	-7.04	20.17	-1.75
6.61	40.33	-8.93	20.46	0.79
3.66	41.60	-10.56	21.19	1.08
2.99	40.02	-9.63	22.38	-0.14
8.29	37.28	-5.73	23.93	1.46
9.19	31.13	-6.84	24.04	1.18
10.97	25.04	-6.18	23.65	1.26
11.61	18.78	-1.18	23.44	1.87
9.58	16.43	-3.41	23.34	1.24
12.95	16.09	-3.48	23.83	-0.44
18.84	11.48	-5.98	25.01	1.59
19.06	6.99	-12.70	25.34	2.67
13.70	2.87	-11.43	24.28	-0.11
2.07	0.03	-5.09	23.69	-0.77
2.45	-0.12	-1.47	23.12	3.44
10.58	1.05	-2.08	21.15	4.70
17.71	-1.43	0.64	20.50	0.93
15.00	-5.70	-4.11	20.28	-0.32
10.53	-11.69	-9.86	20.31	1.00
9.36	-15.90	-11.78	19.32	3.15
10.96	-12.83	-9.45	19.74	6.29
11.30	-13.90	-1.95	18.92	4.31
11.82	-15.82	0.96	17.55	3.62
9.93	-19.90	-1.19	16.41	-0.09
7.34	-24.43	-3.41	16.39	0.17
9.26	-27.20	-5.68	16.52	-5.64
13.03	-26.03	-9.15	16.54	-9.33
7.67	-24.25	-3.55	14.57	-10.35
4.49	-20.29	2.32	13.05	-9.80
4.42	-18.23	4.02	10.34	-10.49
6.23	-24.58	-0.07	9.01	-13.28
8.03	-26.77	-4.72	6.74	-16.06
10.64	-25.70	-5.52	6.55	-18.27
7.46	-26.71	0.32	6.81	-19.90
5.75	-27.71	2.70	7.12	-22.50
6.26	-26.22	3.95	6.28	-25.34
9.72	-23.91	-0.75	4.92	-26.79
13.61	-21.89	0.08	1.95	-29.26
11.24	-24.10	3.29	0.82	-27.98
11.88	-22.76	2.81	1.00	-26.62
11.12	-20.32	3.27	0.61	-20.84
7.31	-18.12	-0.75	1.35	-19.41
12.38	-17.28	-0.23	0.32	-16.08
15.01	-20.12	5.61	-1.64	-13.28
17.94	-20.76	7.78	-2.73	-13.91
14.41	-18.16	9.96	-3.81	-14.80
20.31	-14.44	9.87	-3.74	-16.17
19.92	-9.80	8.47	-4.41	-18.02
16.65	-4.84	5.95	-4.09	-20.72
20.24	-6.16	4.84	-3.79	-22.84
19.33	-6.71	9.16	-4.18	-25.66
19.66	-5.86	10.86	-4.33	-26.04
20.59	-4.22	9.63	-5.30	-27.86
17.06	-5.57	8.63	-5.81	-30.76
21.28	-5.67	8.69	-5.58	-33.57
25.05	-1.79	10.72	-6.42	-30.69
23.73	1.41	12.26	-7.25	-34.33
18.73	4.66	10.14	-6.85	-35.31
19.70	6.66	10.94	-8.48	-36.96
22.25	3.47	12.53	-9.78	-38.31
21.49	0.39	14.16	-8.27	-42.56
23.36	-0.27	12.89	-6.74	-37.42
26.37	2.72	11.51	-6.53	-39.95
31.03	6.69	12.99	-7.02	-39.14
33.09	10.51	14.07	-6.55	-38.35
31.21	10.44	16.12	-6.75	-36.58
23.01	9.18	17.21	-7.13	-39.41
17.29	6.44	15.89	-7.98	-38.41
18.28	8.78	14.76	-7.00	-39.79
23.88	10.81	13.73	-6.94	-34.82
30.37	11.79	12.95	-6.71	-36.34
35.92	9.64	15.83	-7.66	-40.36
35.91	11.84	17.91	-7.50	-35.05
38.65	11.90	16.25	-8.06	-29.32
32.53	11.47	15.59	-6.29	-29.85
26.17	11.11	15.21	-4.99	-30.71
26.32	12.29	15.64	-5.06	-30.34
26.97	15.37	17.92	-5.16	-31.90
30.62	19.41	18.25	-8.00	-29.75
33.63	16.94	16.50	-4.32	-26.35
34.12	14.05	15.65	-0.51	-23.31
34.18	12.16	13.45	-0.53	-21.08
31.21	11.18	14.11	-2.04	-19.51
30.28	10.15	16.51	-2.77	-18.49
34.40	14.91	19.28	-2.39	-15.55
37.59	16.57	18.08	-1.02	-14.60
37.31	16.41	15.17	-0.12	-12.47
35.03	14.45	13.20	0.42	-11.47
30.11	10.33	13.98	-0.69	-8.86
29.43	11.55	13.66	-0.54	-7.30
31.66	12.62	12.94	0.58	-7.52
27.34	14.12	12.42	0.77	-5.37
17.19	15.41	14.19	0.91	-1.84
10.21	13.97	18.17	3.45	-0.74
8.15	12.90	19.42	3.88	0.94
9.41	12.21	15.60	2.76	3.15
11.81	9.89	11.67	4.01	3.45
13.81	4.78	8.22	2.55	5.90
11.51	2.51	6.47	2.77	7.95
11.26	-0.64	3.26	4.36	7.78
12.53	-0.31	4.03	4.45	8.26
14.92	1.65	3.49	6.27	8.87
19.48	4.60	2.66	3.45	13.26
19.23	4.40	2.44	3.93	15.54
19.74	0.55	2.94	5.14	16.55
25.05	-1.35	2.34	5.11	15.68
29.70	-1.02	3.22	6.27	15.30
34.70	3.68	4.08	7.67	14.88
38.02	0.58	4.94	8.12	17.46
40.41	-2.13	4.60	7.90	20.93
45.20	-4.11	3.97	8.68	20.95
43.16	-2.91	3.21	6.21	20.86
42.34	-6.64	2.40	6.21	20.60
44.16	-6.78	2.65	6.38	20.26
49.21	-8.75	3.75	8.16	23.61
50.76	-7.86	4.66	7.38	21.11
50.71	-9.46	5.74	7.05	22.69
51.75	-7.99	6.18	7.63	19.86
57.97	-9.98	6.29	6.30	20.11
61.11	-14.57	6.06	6.98	24.05
62.08	-11.87	5.02	7.41	23.72
63.71	-10.25	4.95	6.48	21.82
65.00	-11.43	5.72	7.08	20.48
67.24	-10.96	6.33	7.40	20.25
65.15	-12.20	6.68	7.02	20.64
68.52	-13.43	6.93	5.67	21.01
78.24	-12.92	7.05	5.60	22.65
79.80	-14.22	7.74	6.16	19.93
76.67	-14.24	8.84	5.26	17.99
74.49	-17.62	9.44	5.99	18.67
67.53	-18.37	9.43	7.87	16.34
71.27	-16.43	9.69	6.47	16.11
80.33	-12.95	9.68	4.84	15.58
74.82	-12.29	10.09	3.88	16.54
73.72	-13.46	10.36	4.09	14.05
82.55	-15.90	10.34	5.06	14.56
96.41	-15.48	10.81	5.58	13.79
80.83	-20.02	12.83	4.56	13.45
77.55	-16.50	14.43	4.33	11.79
110.99	-10.66	14.82	2.46	9.96
82.77	-9.44	14.64	1.53	9.77
72.08	-12.32	13.95	-0.02	9.21
82.18	-14.45	13.11	2.88	8.95
76.68	-15.37	13.14	3.66	7.62
84.89	-13.34	11.43	4.55	7.62
65.27	-11.28	11.54	2.65	4.95
68.22	-13.45	11.55	1.99	3.41
81.25	-13.55	11.91	0.64	4.72
105.54	-12.73	11.09	-2.47	4.30
52.06	-11.53	11.25	-1.32	0.31
73.08	-13.12	12.69	-0.94	-1.87
70.74	-14.74	13.67	2.13	-0.16
103.06	-13.73	17.69	0.77	-0.35
77.63	-14.38	17.74	-2.89	0.90
61.18	-16.24	18.42	-4.14	1.80
99.09	-14.04	17.04	-1.98	-2.15
60.15	-12.53	17.33	-2.52	-4.85
15.40	-11.46	19.14	-4.25	-5.49
-139.70	-12.13	22.34	-3.84	-5.72
-346.58	-11.83	25.50	-3.88	-3.96
-442.53	-11.96	25.44	-3.91	-5.65
-238.64	-16.20	24.10	-3.47	-5.03
-50.20	-15.32	24.53	-3.17	-7.31
-31.47	-13.79	25.88	-3.13	-5.55
-90.61	-16.00	27.84	-4.11	-5.50
-154.34	-14.20	30.56	-4.61	-5.04
-265.18	-3.04	29.14	-2.84	-6.17
-307.98	-1.85	28.33	-2.74	-7.26
-268.80	-2.61	27.17	-3.13	-8.62
-232.27	-3.78	29.44	-5.08	-8.35
-207.54	-5.07	34.30	-6.51	-9.52
-205.30	-4.43	34.46	-6.05	-8.77
-208.83	-4.10	35.19	-5.32	-6.54
-238.65	-5.44	32.37	-5.56	-8.13
-247.58	-6.44	34.49	-5.47	-7.75
-248.97	-6.78	33.11	-4.36	-11.08
-245.42	-5.54	33.30	-4.20	-10.76
-227.42	-4.52	33.57	-3.31	-7.60
-234.54	-5.08	32.42	-3.36	-8.37
-252.01	-4.84	36.85	-4.47	-7.45
-254.86	-5.89	37.69	-5.23	-7.32
-245.25	-8.21	40.62	-2.43	-8.47
-240.10	-10.56	40.03	-2.55	-9.26
-229.37	-11.58	36.25	-3.18	-8.32
-226.74	-11.55	32.67	-4.28	-7.79
-222.15	-10.05	32.49	-5.26	-5.25
-217.64	-9.07	34.46	-4.41	-6.01
-211.99	-9.85	36.57	-4.39	-6.72
-201.30	-10.36	33.37	-4.24	-5.16
-197.57	-10.77	35.98	-1.57	-5.44
-185.87	-11.48	33.72	-2.12	-4.82
-180.05	-12.76	29.82	-2.28	-4.86
-167.99	-13.52	35.53	-2.87	-4.42
-157.18	-12.77	35.11	-3.44	-3.42
-149.53	-12.98	31.60	-3.75	-2.83
-132.10	-13.01	32.10	-2.24	-3.34
-111.62	-14.73	31.84	-2.41	-3.48
-104.53	-14.77	29.71	-0.85	-1.89
-97.21	-13.97	27.39	-1.42	-1.09
-94.11	-14.03	28.16	-3.28	-1.98
-79.31	-15.33	30.71	-2.46	-1.38
-57.81	-16.20	30.43	-0.70	0.36
-44.06	-15.86	27.39	-1.86	0.01
-30.14	-15.98	23.46	-2.49	1.43
-21.34	-16.29	21.39	-1.93	0.57
-7.67	-16.59	24.30	-1.80	1.28
8.50	-16.76	28.01	-2.16	1.24
21.06	-17.17	22.81	0.01	2.40
32.79	-19.11	22.98	0.96	2.63
45.45	-21.36	22.55	0.62	3.96
51.40	-24.08	14.89	-0.79	2.08
61.44	-25.31	17.82	1.67	3.22
72.98	-26.14	18.82	0.68	0.87
80.20	-24.75	16.65	1.07	3.45
94.08	-22.47	14.43	2.64	3.73
104.75	-19.76	16.95	3.28	5.71
116.48	-22.42	23.52	0.85	4.99
124.86	-31.08	25.53	0.05	6.48
130.68	-34.14	19.73	1.38	5.89
136.22	-30.48	12.99	2.70	4.28
146.11	-26.59	13.04	3.63	5.97
154.00	-25.10	10.85	2.76	4.76
160.71	-26.61	15.55	1.70	4.80
165.32	-31.18	17.78	1.46	5.53
170.11	-32.45	17.78	1.39	7.30
173.54	-33.84	16.11	0.98	6.53
177.73	-35.80	12.90	1.78	6.79
178.95	-34.38	15.94	1.36	6.41
182.75	-29.12	18.47	1.84	6.85
184.73	-27.84	19.59	2.34	6.51
187.07	-33.92	13.91	2.07	7.04
187.20	-37.04	13.97	1.95	7.52
188.53	-36.23	16.26	1.39	6.96
188.87	-33.09	15.24	1.11	6.08
189.18	-29.05	19.23	0.17	7.03
187.90	-28.56	13.29	1.07	7.11
181.39	-30.50	18.22	0.88	6.21
173.70	-31.72	4.55	1.20	4.83
167.74	-30.63	-73.16	0.40	4.50
163.68	-28.94	-155.60	-0.54	5.90
157.23	-27.58	-192.57	-0.50	-0.16
148.46	-27.51	-177.30	-1.15	-1.60
135.51	-28.83	-145.64	-1.66	0.01
123.21	-27.66	-108.07	-1.75	-0.59
113.96	-26.83	-88.25	-1.50	-0.21
106.10	-31.34	-101.34	-0.52	-0.77
104.77	-28.94	-130.55	-0.67	-0.45
105.72	-24.12	-157.77	-2.21	0.22
101.80	-18.88	-173.19	-4.01	0.24
94.59	-20.14	-164.77	-4.46	0.34
84.65	-17.42	-153.68	-4.69	-0.81
78.43	-17.95	-137.74	-4.42	-0.53
71.95	-19.53	-135.80	-4.37	-0.53
69.48	-17.20	-140.39	-3.50	0.39
64.71	-17.86	-144.09	-2.92	-0.08
60.07	-15.06	-158.17	-3.53	0.02
51.99	-12.31	-149.98	-4.36	-0.06
44.31	-9.21	-147.73	-4.00	0.21
40.09	-6.72	-155.76	-3.85	0.53
34.14	-9.94	-156.37	-4.69	0.97
31.02	-10.40	-159.31	-5.36	0.78
31.86	-10.69	-153.13	-6.08	-0.12
28.77	-10.88	-146.79	-6.04	0.55
20.85	-6.45	-143.92	-5.72	0.66
13.52	-4.07	-141.31	-5.19	0.82
7.84	-7.90	-135.95	-6.28	0.25
1.40	-5.73	-134.06	-5.28	0.69
-6.40	-8.28	-125.60	-5.32	1.19
-6.18	-10.18	-129.40	-6.04	0.74
-7.66	-2.68	-134.63	-6.47	0.98
-10.89	-3.02	-121.77	-7.36	0.18
-12.57	-0.35	-115.51	-6.93	1.34
-15.21	4.40	-110.37	-6.01	1.13
-19.91	7.16	-102.65	-5.72	1.07
-24.76	6.52	-88.82	-6.11	0.92
-29.61	1.07	-86.32	-7.16	2.11
-32.41	2.28	-72.71	-7.51	0.99
-32.64	4.81	-72.19	-6.47	0.54
-33.70	7.31	-66.51	-5.21	1.13
-36.25	10.21	-58.45	-4.32	1.45
-37.24	6.69	-49.19	-4.32	1.44
-37.79	6.37	-51.21	-4.58	1.24
-42.26	3.63	-37.87	-5.13	1.30
-44.48	5.89	-28.80	-6.20	1.10
-49.06	9.32	-23.02	-6.67	1.25
-49.42	8.93	-17.20	-5.90	1.19
-50.53	12.77	-5.86	-4.41	1.33
-49.46	11.12	2.34	-2.67	1.10
-49.77	7.72	11.03	-1.68	1.69
-45.19	6.19	16.64	-1.95	1.33
-43.34	5.57	21.18	-2.76	1.28
-45.77	10.99	25.99	-3.50	1.73
